ID	MSLG	SPA
	SIEMPRE MAESTRO ALUMNOS REUNIN APARTE	el maestro se reunieron aparte con sus alumnos
	T DISCUTAR MI PREGUNTA PODER?	¿ puedes contestar mi pregunta ?
	MI PRIMO YA CONQUISTAR MI AMIGO+MUJER CINE	anoche mi primo conquistó a mi amiga en el cine
	SECUNDARIA ESTA SERVILLETA SUCIA	esta servilleta está sucia
	HOY YO IR ZOOLOGICO YO VER YA GORILA	hoy volví al zoológico y vi un gorila
	VECINO ÉL PEDIR MI CARRO MOVER	el vecino me pidió mover mi carro
	YA DEBER RESPONSABLE T YA IR NIO	tú ya debes ser responsable ya eres el niño
	SECUNDARIA ESTA SERVILLETA SUCIA	esta servilleta está sucia
	SUÉTER BLANCO YO YA PERDER	perdí el suéteres blanco
	SALGO YA CONVENCER MI AMIGO IR FIESTA	convencí a mi amigo de ir a la fiesta
	BÉLGICA HABER DOS LENAGUAS SEAS : vgt y lsfb	en bélgica hay dos lenguas de señas: vgt y lsfb
	HOY YO IR ZOOLOGICO YO VER YA GORILA	hoy fuí al zoológico y vi un gorila
	YA M NO GUSTAR AMETRALLADORA	a mí no me gustan las ametralladoras
	MUCHO BANCO RETIRAR DINERO YO IR	voy al banco a retirarlo dinero
	MUCHO ESCUELA NIO TENER COMPUTADORA PARA TRABAJO	en la escuela cada niño tiene una computadora para trabajar
	SEMANA PASADA CINTA CANELA YO COMPRAR CENTRO	la semana pasada compré cinta canela en el centro
	MUCHO DIFCIL APRENDER LETRA ABECEDARIO	es difícil aprender las letras del abecedario
	SARA YO M GUSTAR FRESAS CON CREMO	me gustan las fresas con crema
	SARAH MUCHO TENER SONIDO GRAVE	el trombón tiene un sonido muy grave
	YO NO-FUI DIAGNRO ROMPER ROMPER	yo no fui el que rompió el vidrio
	T MUCHO EJERCER FORTALECER	él hace mucho ejercicio para fortalecerse
	MI JEFE ÉL PAGAR M SUELDO MITAD	mi jefe me pagó la mitad del sueldo
	BANDERA MEXICANA TENER TRES COLORES	la banderas mexicana tiene doce colores
	SALN YO ENCANTA COMER CACAHUATES CON LIMN	me encanta comer cacahuates con limón y sal
	TODO CORREO-EXPLICAR ARROBA	todos lso correos emplean arroba
	SALGO Y A NO-FUI COMPUTADORA NO-SIRVE	yo no fui quien descompuso la computadora
	YA CONQUISTAR ELLA MUJER PERO MIEDO ELLa ABANDONAR	él desea conquistar a una mujer pero tiene miedo de que lo abandonen
	T MUCHO EJERCER FORTALECER	él hace mucho ejercico para fortalecerse
	T YA CENAR?	¿ ya cenaste ?
	YA MSNAR VERDAD NO-ELUDAR PREGUNTA	ya dime la verdad no eludas la pregunta
	Spanish to mslg: villahermosa hace mucho calor	en villahermosa hace mucho calor
	SMALLY ELLOS ADMIRAR MADONA ELLA	ellos admiran a la vocalista madonna
	MUCHO MI HIJO YO ABANDONAR	yo abandoné a mi hijo
	YA MUCHO FILIZ MI HIJO LICENCIA-DE-CONDUCIR ÉL YA	estoy feliz mi hijo ya tiene licencia de conducir
	YA CONQUISTAR ELLA MUJER PERO MIEDO ELLa ABANDONAR	él desea conquistar a una mujer pero tiene miedo de que lo abandonen
	SALGO Y A NO-FUI COMPUTADORA NO-SIRVE	yo no fui quien descompuso la computadora
	AYER MI AUTOMN YO ENTREGAR ENGANCHE	ayer entregué el enganche de mi auto
	MI AMIGO JULIO TENER ACTA-DEMANDA	mi amigo julio tiene un acta de demanda
	PRXIMO CONFERENCIA LUGAR MONTERREY	la próxima conferencia será en monterrey
	MUCHO BANCO YO IR DINERO RETIRAR	voy al banco a retirar dinero
	VECINO ÉL PEDIR MI CARRO MOVER	el vecino me pidió mover mi carro
	ISABEL TENER SU CORONA ORO	isabel tiene una corona de oro
	SACAR LIBRO MATEMTICAS	saquen su libro de matemáticas
	AYER YA PASEAR SENTIR BIEN	ayer fui a pasear y me sentia tan bien
	HOSPITALAC TODOS ENFERMERA AMABLE	todas las enfermeras del hospital son muy amables
	BOSNIA-HERZEGOVINA ESE PAS LEJOS	bosnia y herzegovina es un país muy lejano
	MARATN MI PRIMO MEDALLA ORO GANAR	mi primo ganó medalla de oro en el maratón
	MI ABUELO TENER RIFLE VIEJO	mi abuelo tiene un rifle viejo
	SIEMPRE MI FAMILIA TELETN DONAR DONARDONAR	mi familia siempre dona a teletón
